Timestamp,Alipur_Max_AQI,Anand_Vihar_Max_AQI,Ashok_Vihar_Max_AQI,Aya_Nagar_Max_AQI,Bawana_Max_AQI,DrKarni_Max_AQI,DTU_Max_AQI,CRRI_Max_AQI,Chandni_Max_AQI,Burari_Max_AQI,Dwarka-Sector_8_Max_AQI,IGI_Airport_(T3)_Max_AQI,ITO_Max_AQI,Jahangirpuri_Max_AQI,Jawaharlal_Nehru_Stadium_Max_AQI,NSIT_Max_AQI,Najafgarh_Max_AQI,Narela_Max_AQI,NehruNagar_Max_AQI,NorthCampus_Max_AQI,Rohini_Delhi_Max_AQI,Shadipur_Delhi_Max_AQI,Sirifort_Delhi_Max_AQI,Sonia_Vihar_Delhi_Max_AQI,Wazipur_Delhi_Max_AQI,LodhaRoad(IITM)_Max_AQI,LodhaRoad(IMD)_Max_AQI,MajorDhyanChandStd_Max_AQI,Mundka_Max_AQI
04-01-2017 23:00,,245.4782609,,,,,328.5170341,,,,,,192.5648051,,,,,,,,,173.4914647,283.3810811,,,,,,
05-01-2017 00:00,,260.290991,,,,,345.2665331,,,,,,203.7252252,,,,,,,,,177.9990516,359.1207615,,,,,,
05-01-2017 01:00,,401.0558659,,,,,346.8617234,,,,,,203.4774775,,,,,,,,,173.9871444,245.7927928,,,,,,
05-01-2017 02:00,,303.655992,,,,,346.8617234,,,,,,202.2387387,,,,,,,,,177.9938883,239.7477477,,,,,,
05-01-2017 03:00,,256.1684685,,,,,346.8617234,,,,,,199.6643836,,,,,,,,,165.3437302,234.6936937,,,,,,
05-01-2017 04:00,,251.5405405,,,,,308.5771543,,,,,,202.4864865,,,,,,,,,166.4280295,226.7657658,,,,,,
05-01-2017 05:00,,312.8621788,,,,,305.3867735,,,,,,199.1480506,,,,,,,,,155.7089568,236.4279279,,,,,,
05-01-2017 06:00,,269.0513514,,,,,305.3867735,,,,,,213.3873874,,,,,,,,,165.137197,238.2612613,,,,,,
05-01-2017 07:00,,272.5198198,,,,,305.3867735,,,,,,240.1441441,,,,,,,,,170.4192835,238.1126126,,,,,,
05-01-2017 08:00,,314.2959118,,,,,270.8648649,,,,,,266.9009009,,,,,,,,,189.0072708,226.6369369,,,,,,
05-01-2017 09:00,,339.5477756,,,,,266.9009009,,,,,,275.3243243,,,,,,,,,203.3684685,233.1576577,,,,,,
05-01-2017 10:00,,332.3694188,,,,,266.9009009,,,,,,269.8738739,,,,,,,,,227.836036,237.7459459,,,,,,
05-01-2017 11:00,,324.5353631,,,,,266.9009009,,,,,,223.545045,,,,,,,,,218.0747748,210.9099099,,,,,,
05-01-2017 12:00,,403.2793296,,,,,263.9279279,,,,,,220.5720721,,,,,,,,,207.1243243,190.3445732,,,,,,
05-01-2017 13:00,,386.2364804,,,,,262.9369369,,,,,,204.4684685,,,,,,,,,197.8468915,193.7162276,,,,,,
05-01-2017 14:00,,436.8202793,,,,,262.9369369,,,,,,189.9831401,,,,,,,,,189.4926238,189.3635406,,,,,,
05-01-2017 15:00,,414.8191061,,,,,262.9369369,,,,,,183.6580611,,,,,,,,,186.0280295,181.2158061,,,,,,
05-01-2017 16:00,,426.0698324,,,,,269.8738739,,,,,,183.9162276,,,,,,,,,188.5167545,188.743941,,,,,,
05-01-2017 17:00,,263.9279279,,,,,270.8648649,,,,,,174.6222339,,,,,,,,,220.3936937,182.5066386,,,,,,
05-01-2017 18:00,,339.2845691,,,,,270.8648649,,,,,,211.4054054,,,,,,,,,294.1333333,190.2567966,,,,,,
05-01-2017 19:00,,409.0269832,,,,,270.8648649,,,,,,282.0135135,,,,,,,,,315.0775551,236.0018018,,,,,,
05-01-2017 20:00,,415.8752514,,,,,294.6486486,,,,,,309.1753507,,,,,,,,,374.2032866,265.681982,,,,,,
05-01-2017 21:00,,334.8977956,,,,,296.6306306,,,,,,335.495992,,,,,,,,,357.1746293,303.3130261,,,,,,
05-01-2017 22:00,,404.9505812,,,,,296.6306306,,,,,,346.6623246,,,,,,,,,310.5232866,315.8990782,,,,,,
05-01-2017 23:00,,414.1229259,,,,,296.6306306,,,,,,348.6563126,,,,,,,,,287.6423423,328.6366733,,,,,,
06-01-2017 00:00,,389.1342685,,,,,313.3627255,,,,,,336.0941884,,,,,,,,,277.3855856,305.482485,,,,,,
06-01-2017 01:00,,332.1284916,,,,,314.9579158,,,,,,314.5591182,,,,,,,,,228.0144144,323.548016,,,,,,
06-01-2017 02:00,,303.655992,,,,,314.9579158,,,,,,273.3423423,,,,,,,,,185.6562698,241.3828829,,,,,,
06-01-2017 03:00,,254.345045,,,,,314.9579158,,,,,,241.6306306,,,,,,,,,182.6770285,234.990991,,,,,,
06-01-2017 04:00,,235.3576577,,,,,340.4809619,,,,,,234.1981982,,,,,,,,,183.5909378,220.8198198,,,,,,
06-01-2017 05:00,,235.0207207,,,,,342.8737475,,,,,,216.1126126,,,,,,,,,176.486196,214.527027,,,,,,
06-01-2017 06:00,,255.672973,,,,,342.8737475,,,,,,197.9863014,,,,,,,,,174.6377239,205.0432432,,,,,,
06-01-2017 07:00,,261.1234234,,,,,342.8737475,,,,,,197.0827187,,,,,,,,,173.6979979,214.0018018,,,,,,
06-01-2017 08:00,,252.5315315,,,,,302.993988,,,,,,201.990991,,,,,,,,,180.6426765,222.5837838,,,,,,
06-01-2017 09:00,,272.0243243,,,,,297.6216216,,,,,,217.3513514,,,,,,,,,174.090411,233.672973,,,,,,
06-01-2017 10:00,,230.0657658,,,,,297.6216216,,,,,,227.2612613,,,,,,,,,180.9989463,246.9126126,,,,,,
06-01-2017 11:00,,210.4144144,,,,,297.6216216,,,,,,252.036036,,,,,,,,,192.9262381,225.0513514,,,,,,
06-01-2017 12:00,,199.2771338,,,,,312.5651303,,,,,,232.9594595,,,,,,,,,197.8572181,239.718018,,,,,,
06-01-2017 13:00,,228.5792793,,,,,313.3627255,,,,,,193.8556375,,,,,,,,,202.763964,208.7594595,,,,,,
06-01-2017 14:00,,181.850202,,,,,313.3627255,,,,,,179.914647,,,,,,,,,185.6459431,184.2002107,,,,,,
06-01-2017 15:00,,190.2413066,,,,,313.3627255,,,,,,178.1074816,,,,,,,,,180.1986301,179.4654373,,,,,,
06-01-2017 16:00,,193.597471,,,,,249.0630631,,,,,,185.5943098,,,,,,,,,184.1434141,176.6617492,,,,,,
06-01-2017 17:00,,191.8780822,,,,,243.1171171,,,,,,192.6938883,,,,,,,,,183.9110643,181.7373024,,,,,,
06-01-2017 18:00,,198.7608008,,,,,243.1171171,,,,,,195.14647,,,,,,,,,181.6391992,191.1345627,,,,,,
06-01-2017 19:00,,227.4297297,,,,,243.1171171,,,,,,202.7342342,,,,,,,,,189.6320337,202.1594595,,,,,,
06-01-2017 20:00,,242.4531532,,,,,224.2882883,,,,,,226.2702703,,,,,,,,,173.1558483,211.009009,,,,,,
06-01-2017 21:00,,218.0153153,,,,,222.3063063,,,,,,232.463964,,,,,,,,,181.3758693,228.0540541,,,,,,
06-01-2017 22:00,,237.4981982,,,,,222.3063063,,,,,,229.9864865,,,,,,,,,174.4363541,227.7567568,,,,,,
06-01-2017 23:00,,245.2675676,,,,,222.3063063,,,,,,235.4369369,,,,,,,,,173.7651212,221.6126126,,,,,,
07-01-2017 00:00,,250.8765766,,,,,204.4684685,,,,,,225.0315315,,,,,,,,,174.999157,221.681982,,,,,,
